formula,Crystal System,band_gap_experimenatal (eV)
RbSbTe2 ,Monoclinic ,0.38
TlBiS2 ,Cubic ,0.38
AgFeTe2 ,Trigonal ,0.3675
Cu3SbSe4 ,Cubic ,0.355
BaGa2Sb2 ,Orthorhombic ,0.35
RuSbSe ,Monoclinic ,0.35
ZnSnSb2 ,Tetragonal ,0.35
CdSnAs2 ,Tetragonal ,0.34125
AgBiSe2 ,Cubic ,0.34
AgSbTe2 ,Cubic ,0.336533333
K2Ta15O32 ,Rhombohedral ,0.33
Ba8Ga10Si36 ,Cubic ,0.31
MnSb2Se4 ,Monoclinic ,0.31
NaBiSe2 ,Cubic ,0.302
Cu3ScSe3 ,Hexagonal ,0.3
PtSnSe ,Orthorhombic ,0.3
Ca4PtO6 ,Orthorhombic ,0.29
Pb7Bi4Se13 ,Monoclinic ,0.29
FeAsS ,Monoclinic ,0.286666667
NbIrSn ,Cubic ,0.28
PbCoO3 ,Cubic ,0.28
TlBiSe2 ,Hexagonal ,0.28
YPdSb ,Cubic ,0.27
RbBi11|3Te6 ,Orthorhombic ,0.25
TlBiSe2 ,Cubic ,0.24
YNiSb ,Cubic ,0.235
BaZn2As2 ,Tetragonal ,0.23
Bi2O2Te ,Tetragonal ,0.23
Eu1.83Ta15O32 ,Rhombohedral ,0.23
ScPdSb ,Cubic ,0.23
CoAsSe ,Cubic ,0.2
Cu3DySe3 ,Hexagonal ,0.2
Cu3SbSe4 ,Tetragonal ,0.2
Cu3YbSe3 ,Hexagonal ,0.2
Li2MgSi ,Cubic ,0.2
AgBiTe2 ,Hexagonal ,0.1825
Ag2PdO2 ,Orthorhombic ,0.18
AgSO4 ,Triclinic ,0.18
Ba3Sn3Sb4 ,Monoclinic ,0.18
AgBi3S5 ,Monoclinic ,0.17
AgBiTe2 ,Cubic ,0.17
Cu2SnS3 ,Triclinic ,0.16
Cu3HoSe3 ,Hexagonal ,0.16
Cu3TbSe3 ,Hexagonal ,0.16
YPtSb ,Cubic ,0.16
Eu2IrH5 ,Cubic ,0.15
Pb0.83Sn0.17Te ,Cubic ,0.15
PdPSe ,Orthorhombic ,0.15
LiBiS2 ,Cubic ,0.1475
Cu3GdSe3 ,Hexagonal ,0.14
Ba1.88Ta15O32 ,Rhombohedral ,0.13
LiSbTe2 ,Cubic ,0.129
Ho3SbO3 ,Monoclinic ,0.12
Ho8Sb3O8 ,Monoclinic ,0.12
La14Ru5Cl20 ,Triclinic ,0.11
ScNiSb ,Cubic ,0.11
Bi6[PtBi6Cl12] ,Triclinic ,0.1
Cu2GeTe3 ,Cubic ,0.1
PtSnTe ,Orthorhombic ,0.1
Sm8Sb3O8 ,Monoclinic ,0.09
Cu2SnTe3 ,Cubic ,0.08
Eu2RuH6 ,Cubic ,0.08
ZnRh2O4 ,Cubic ,0.08
Pb0.93Sn0.07Se ,Cubic ,0.075
Pb0.92Sn0.08Se ,Cubic ,0.059
Pb0.8Sn0.2Se ,Cubic ,0.058
Sr8Ga16Ge30 ,Cubic ,0.05
Pb0.77Sn0.23Te ,Cubic ,0.044
CsBi4Te6 ,Monoclinic ,0.04
CsBi4Te6 ,Triclinic ,0.04
Sr2Zn2As3 ,Monoclinic ,0.04
Pb0.83Sn0.17Se ,Cubic ,0.035
Cu47Si91P144 ,Tetragonal ,0.0269
Eu2Zn2As3 ,Monoclinic ,0.02
Pb0.87Sn0.13Se ,Cubic ,0.02
Sm3SbO3 ,Monoclinic ,0.0057
Pb0.85Sn0.15Se ,Cubic ,0
